Date,Store,Product,ProductType,Forecast,OpeningStock,Production,AvailableForSale,Sales,ClosingStock,Loss,ForecastError,ForecastAbsoluteError,SellThroughRate,InventoryStatus,StockoutFlag,LossFlag,ProductionMethod,IsEventDay,EventName,PromotionType,PromotionTarget,SalesSource
2026-06-19,Shop_C,シュー,regular,33,5,32,37,32,5,0,1,1,0.8649,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-19,Shop_C,パール,regular,12,0,13,13,12,1,0,0,0,0.9231,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-19,Shop_C,プリン,regular,11,2,10,12,11,1,0,0,0,0.9167,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-19,Shop_C,リッチエクレア,regular,9,1,9,10,9,1,0,0,0,0.9,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-19,Shop_C,リッチシュー,regular,17,0,19,19,15,4,0,2,2,0.7895,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-19,Shop_C,季節シュー,seasonal,13,0,15,15,12,3,0,1,1,0.8,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_A,エクレア,regular,14,5,11,16,16,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,True,Synthetic shop anniversary,Half-price choux,シュー,inventory
2026-06-20,Shop_A,シュー,regular,33,0,37,37,30,7,0,3,3,0.8108,Stock remaining,False,False,Previous-day preparation,True,Synthetic shop anniversary,Half-price choux,シュー,inventory
2026-06-20,Shop_A,パール,regular,13,5,10,15,13,2,0,0,0,0.8667,Low closing stock,False,False,Previous-day preparation,True,Synthetic shop anniversary,Half-price choux,シュー,inventory
2026-06-20,Shop_A,プリン,regular,11,0,12,12,9,3,0,2,2,0.75,Low closing stock,False,False,Previous-day preparation,True,Synthetic shop anniversary,Half-price choux,シュー,inventory
2026-06-20,Shop_A,リッチエクレア,regular,7,0,8,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,True,Synthetic shop anniversary,Half-price choux,シュー,inventory
2026-06-20,Shop_A,リッチシュー,regular,19,4,17,21,16,5,0,3,3,0.7619,Low closing stock,False,False,Previous-day preparation,True,Synthetic shop anniversary,Half-price choux,シュー,inventory
2026-06-20,Shop_A,季節シュー,seasonal,14,0,16,16,13,3,0,1,1,0.8125,Low closing stock,False,False,Previous-day preparation,True,Synthetic shop anniversary,Half-price choux,シュー,inventory
2026-06-20,Shop_B,エクレア,regular,12,5,8,13,11,2,0,1,1,0.8462,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_B,シュー,regular,27,0,30,30,26,4,0,1,1,0.8667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_B,パール,regular,9,1,9,10,10,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_B,プリン,regular,8,0,9,9,7,2,0,1,1,0.7778,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_B,リッチエクレア,regular,11,1,11,12,8,4,0,3,3,0.6667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_B,リッチシュー,regular,12,3,10,13,13,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_B,季節シュー,seasonal,11,8,4,12,8,4,0,3,3,0.6667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_C,エクレア,regular,15,1,16,17,16,1,0,-1,1,0.9412,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_C,シュー,regular,39,5,39,44,37,7,0,2,2,0.8409,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_C,パール,regular,9,1,9,10,10,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_C,プリン,regular,13,1,14,15,14,1,0,-1,1,0.9333,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_C,リッチエクレア,regular,13,1,14,15,11,4,0,2,2,0.7333,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_C,リッチシュー,regular,20,4,18,22,19,3,0,1,1,0.8636,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-20,Shop_C,季節シュー,seasonal,12,3,10,13,13,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_A,エクレア,regular,10,0,11,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_A,シュー,regular,29,7,25,32,31,1,0,-2,2,0.9688,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_A,パール,regular,10,2,9,11,7,4,0,3,3,0.6364,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_A,プリン,regular,7,3,5,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_A,リッチエクレア,regular,10,0,11,11,8,3,0,2,2,0.7273,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_A,リッチシュー,regular,16,5,13,18,15,3,0,1,1,0.8333,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_A,季節シュー,seasonal,12,3,10,13,12,1,0,0,0,0.9231,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_B,エクレア,regular,13,2,13,15,9,6,0,4,4,0.6,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_B,シュー,regular,25,4,24,28,27,1,0,-2,2,0.9643,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_B,パール,regular,10,0,11,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_B,プリン,regular,8,2,7,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_B,リッチエクレア,regular,8,4,5,9,7,2,0,1,1,0.7778,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_B,リッチシュー,regular,13,0,15,15,15,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_B,季節シュー,seasonal,10,4,7,11,6,5,0,4,4,0.5455,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_C,エクレア,regular,16,1,17,18,16,2,0,0,0,0.8889,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_C,シュー,regular,35,7,32,39,35,4,0,0,0,0.8974,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_C,パール,regular,13,0,15,15,12,3,0,1,1,0.8,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_C,プリン,regular,12,1,12,13,13,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_C,リッチエクレア,regular,10,4,7,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_C,リッチシュー,regular,22,3,22,25,22,3,0,0,0,0.88,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-21,Shop_C,季節シュー,seasonal,14,0,16,16,13,3,0,1,1,0.8125,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_A,エクレア,regular,8,0,9,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_A,シュー,regular,28,1,30,31,28,3,0,0,0,0.9032,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_A,パール,regular,8,4,5,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_A,プリン,regular,9,0,10,10,10,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_A,リッチエクレア,regular,7,3,5,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_A,リッチシュー,regular,13,3,12,15,15,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_A,季節シュー,seasonal,10,1,10,11,9,2,0,1,1,0.8182,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_B,エクレア,regular,8,6,3,9,8,1,0,0,0,0.8889,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_B,シュー,regular,20,1,21,22,19,3,0,1,1,0.8636,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_B,パール,regular,6,0,7,7,7,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_B,プリン,regular,7,0,8,8,7,1,0,0,0,0.875,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_B,リッチエクレア,regular,4,2,3,5,5,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_B,リッチシュー,regular,8,0,9,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_B,季節シュー,seasonal,7,5,3,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_C,エクレア,regular,14,2,14,16,11,5,0,3,3,0.6875,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_C,シュー,regular,30,4,30,34,28,6,0,2,2,0.8235,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_C,パール,regular,9,3,7,10,9,1,0,0,0,0.9,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_C,プリン,regular,9,0,10,10,6,4,0,3,3,0.6,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_C,リッチエクレア,regular,7,0,8,8,5,3,0,2,2,0.625,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_C,リッチシュー,regular,15,3,14,17,16,1,0,-1,1,0.9412,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-22,Shop_C,季節シュー,seasonal,11,3,9,12,12,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_A,エクレア,regular,11,0,12,12,11,1,0,0,0,0.9167,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_A,シュー,regular,25,3,25,28,24,4,0,1,1,0.8571,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_A,パール,regular,11,0,12,12,9,3,0,2,2,0.75,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_A,プリン,regular,9,0,10,10,10,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_A,リッチエクレア,regular,6,0,7,7,7,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_A,リッチシュー,regular,12,0,13,13,12,1,0,0,0,0.9231,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_A,季節シュー,seasonal,9,2,8,10,8,2,0,1,1,0.8,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_B,エクレア,regular,11,1,11,12,10,2,0,1,1,0.8333,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_B,シュー,regular,23,3,23,26,21,5,0,2,2,0.8077,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_B,パール,regular,8,0,9,9,5,4,0,3,3,0.5556,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_B,プリン,regular,8,1,8,9,6,3,0,2,2,0.6667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_B,リッチエクレア,regular,9,0,10,10,8,2,0,1,1,0.8,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_B,リッチシュー,regular,14,0,16,16,12,4,0,2,2,0.75,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_B,季節シュー,seasonal,9,0,10,10,10,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_C,エクレア,regular,15,5,12,17,11,6,0,4,4,0.6471,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_C,シュー,regular,29,6,26,32,30,2,0,-1,1,0.9375,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_C,パール,regular,11,1,11,12,8,4,0,3,3,0.6667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_C,プリン,regular,9,4,6,10,10,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_C,リッチエクレア,regular,10,3,8,11,9,2,0,1,1,0.8182,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_C,リッチシュー,regular,13,1,14,15,15,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-23,Shop_C,季節シュー,seasonal,14,0,16,16,14,2,0,0,0,0.875,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_A,エクレア,regular,10,1,10,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_A,シュー,regular,25,4,24,28,25,3,0,0,0,0.8929,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_A,パール,regular,7,3,5,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_A,プリン,regular,10,0,11,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_A,リッチエクレア,regular,7,0,8,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_A,リッチシュー,regular,15,1,16,17,10,7,0,5,5,0.5882,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_A,季節シュー,seasonal,8,2,7,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_B,エクレア,regular,9,2,8,10,8,2,0,1,1,0.8,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_B,シュー,regular,21,5,19,24,20,4,0,1,1,0.8333,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_B,パール,regular,5,4,2,6,6,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_B,プリン,regular,8,3,6,9,5,4,0,3,3,0.5556,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_B,リッチエクレア,regular,6,2,5,7,5,2,0,1,1,0.7143,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_B,リッチシュー,regular,13,4,11,15,10,5,0,3,3,0.6667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_B,季節シュー,seasonal,7,0,8,8,5,3,0,2,2,0.625,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_C,エクレア,regular,12,6,7,13,12,1,0,0,0,0.9231,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_C,シュー,regular,29,2,30,32,30,2,0,-1,1,0.9375,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_C,パール,regular,13,4,11,15,9,6,0,4,4,0.6,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_C,プリン,regular,9,0,10,10,8,2,0,1,1,0.8,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_C,リッチエクレア,regular,5,2,4,6,6,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_C,リッチシュー,regular,17,0,19,19,16,3,0,1,1,0.8421,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-24,Shop_C,季節シュー,seasonal,14,2,14,16,12,4,0,2,2,0.75,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_A,エクレア,regular,10,0,11,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_A,シュー,regular,28,3,28,31,29,2,0,-1,1,0.9355,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_A,パール,regular,9,0,10,10,8,2,0,1,1,0.8,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_A,プリン,regular,8,0,9,9,8,1,0,0,0,0.8889,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_A,リッチエクレア,regular,8,0,9,9,8,1,0,0,0,0.8889,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_A,リッチシュー,regular,16,7,11,18,13,5,0,3,3,0.7222,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_A,季節シュー,seasonal,13,0,15,15,12,3,0,1,1,0.8,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_B,エクレア,regular,11,2,10,12,11,1,0,0,0,0.9167,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_B,シュー,regular,21,4,20,24,23,1,0,-2,2,0.9583,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_B,パール,regular,9,0,10,10,4,6,0,5,5,0.4,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_B,プリン,regular,7,4,4,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_B,リッチエクレア,regular,7,2,6,8,5,3,0,2,2,0.625,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_B,リッチシュー,regular,12,5,8,13,9,4,0,3,3,0.6923,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_B,季節シュー,seasonal,7,3,5,8,8,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_C,エクレア,regular,11,1,11,12,12,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_C,シュー,regular,36,2,38,40,30,10,0,6,6,0.75,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_C,パール,regular,9,6,4,10,9,1,0,0,0,0.9,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_C,プリン,regular,11,2,10,12,12,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_C,リッチエクレア,regular,8,0,9,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_C,リッチシュー,regular,15,3,14,17,17,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-25,Shop_C,季節シュー,seasonal,14,4,12,16,14,2,0,0,0,0.875,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_A,エクレア,regular,12,0,13,13,12,1,0,0,0,0.9231,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_A,シュー,regular,29,2,30,32,28,4,0,1,1,0.875,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_A,パール,regular,10,2,9,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_A,プリン,regular,11,1,11,12,8,4,0,3,3,0.6667,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_A,リッチエクレア,regular,9,1,9,10,9,1,0,0,0,0.9,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_A,リッチシュー,regular,13,5,10,15,15,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_A,季節シュー,seasonal,13,3,12,15,11,4,0,2,2,0.7333,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_B,エクレア,regular,12,1,12,13,9,4,0,3,3,0.6923,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_B,シュー,regular,23,1,25,26,24,2,0,-1,1,0.9231,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_B,パール,regular,9,6,4,10,8,2,0,1,1,0.8,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_B,プリン,regular,6,0,7,7,7,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_B,リッチエクレア,regular,6,3,4,7,7,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_B,リッチシュー,regular,14,4,12,16,13,3,0,1,1,0.8125,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_B,季節シュー,seasonal,9,0,10,10,9,1,0,0,0,0.9,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_C,エクレア,regular,13,0,15,15,14,1,0,-1,1,0.9333,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_C,シュー,regular,34,10,28,38,32,6,0,2,2,0.8421,Stock remaining,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_C,パール,regular,10,1,10,11,9,2,0,1,1,0.8182,Low closing stock,False,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_C,プリン,regular,12,0,13,13,13,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_C,リッチエクレア,regular,8,0,9,9,9,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_C,リッチシュー,regular,18,0,20,20,20,0,0,-2,2,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-26,Shop_C,季節シュー,seasonal,10,2,9,11,11,0,0,-1,1,1.0,Sold out,True,False,Previous-day preparation,False,None,None,None,inventory
2026-06-27,Shop_A,エクレア,regular,16,1,17,18,15,3,0,1,1,0.8333,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_A,シュー,regular,34,4,34,38,34,4,0,0,0,0.8947,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_A,パール,regular,11,0,12,12,11,1,0,0,0,0.9167,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_A,プリン,regular,15,4,13,17,14,3,0,1,1,0.8235,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_A,リッチエクレア,regular,8,1,8,9,9,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_A,リッチシュー,regular,18,0,20,20,19,1,0,-1,1,0.95,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_A,季節シュー,seasonal,11,4,8,12,12,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_B,エクレア,regular,13,4,11,15,13,2,0,0,0,0.8667,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_B,シュー,regular,27,2,28,30,27,3,0,0,0,0.9,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_B,パール,regular,8,2,7,9,7,2,0,1,1,0.7778,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_B,プリン,regular,13,0,15,15,13,2,0,0,0,0.8667,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_B,リッチエクレア,regular,8,0,9,9,8,1,0,0,0,0.8889,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_B,リッチシュー,regular,15,3,14,17,13,4,0,2,2,0.7647,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_B,季節シュー,seasonal,10,1,10,11,9,2,0,1,1,0.8182,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_C,エクレア,regular,18,1,19,20,17,3,0,1,1,0.85,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_C,シュー,regular,43,6,42,48,37,11,0,6,6,0.7708,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_C,パール,regular,14,2,14,16,15,1,0,-1,1,0.9375,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_C,プリン,regular,12,0,13,13,13,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_C,リッチエクレア,regular,11,0,12,12,11,1,0,0,0,0.9167,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_C,リッチシュー,regular,23,0,26,26,20,6,0,3,3,0.7692,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-27,Shop_C,季節シュー,seasonal,17,0,19,19,18,1,0,-1,1,0.9474,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-28,Shop_A,エクレア,regular,15,3,14,17,12,5,0,3,3,0.7059,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-28,Shop_A,シュー,regular,34,4,34,38,36,2,0,-2,2,0.9474,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-28,Shop_A,パール,regular,10,1,10,11,11,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-06-28,Shop_A,プリン,regular,13,3,12,15,15,0,0,-2,2,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-06-28,Shop_A,リッチエクレア,regular,9,0,10,10,10,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-06-28,Shop_A,リッチシュー,regular,21,1,23,24,16,8,0,5,5,0.6667,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-06-28,Shop_A,季節シュー,seasonal,14,0,16,16,15,1,0,-1,1,0.9375,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
